Subject,Run,Acc,Kappa,F1
A03,13,93.10344827586206,0.8625592417061612,0.930952380952381
A03,14,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,15,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,16,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,17,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,18,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,19,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,20,96.55172413793103,0.9311163895486936,0.9655172413793104
A04,1,68.96551724137932,0.3680387409200969,0.6640926640926641
A04,2,79.3103448275862,0.583732057416268,0.7908653846153846
A04,3,72.41379310344827,0.4476190476190476,0.7238095238095238
A04,4,79.3103448275862,0.5857142857142856,0.7928571428571429
A04,5,62.06896551724138,0.23501199040767395,0.6133333333333333
A04,6,79.3103448275862,0.5817307692307692,0.7867647058823529
A04,7,75.86206896551724,0.517814726840855,0.7586206896551724
A04,8,75.86206896551724,0.513189448441247,0.7539393939393939
A04,9,82.75862068965517,0.6539379474940334,0.8267622461170848
A04,10,72.41379310344827,0.4476190476190476,0.7238095238095238
A04,11,75.86206896551724,0.5155131264916468,0.7574671445639187
A04,12,68.96551724137932,0.3800475059382423,0.6896551724137931
A04,13,68.96551724137932,0.3829787234042552,0.6881720430107527
A04,14,72.41379310344827,0.45023696682464465,0.7238095238095238
A04,15,79.3103448275862,0.5817307692307692,0.7867647058823529
A04,16,65.51724137931035,0.30622009569377995,0.6514423076923077
A04,17,86.20689655172413,0.7238095238095238,0.861904761904762
A04,18,79.3103448275862,0.5817307692307692,0.7867647058823529
A04,19,79.3103448275862,0.5876777251184835,0.7928571428571429
A04,20,86.20689655172413,0.7211538461538461,0.857843137254902
A05,1,62.06896551724138,0.2458628841607564,0.6188769414575865
A05,2,58.620689655172406,0.17924528301886788,0.5817307692307692
A05,3,51.724137931034484,0.03791469194312802,0.5166666666666666
A05,4,62.06896551724138,0.25292740046838413,0.6037267080745341
A05,5,58.620689655172406,0.16346153846153844,0.5735294117647058
A05,6,65.51724137931035,0.3028846153846154,0.6446078431372549
A05,7,68.96551724137932,0.37410071942446044,0.6836363636363636
A05,8,58.620689655172406,0.17142857142857137,0.5857142857142856
A05,9,68.96551724137932,0.37410071942446044,0.6836363636363636
A05,10,55.172413793103445,0.10874704491725762,0.5495818399044206
A05,11,51.724137931034484,0.028708133971292016,0.5120192307692308
A05,12,58.620689655172406,0.1470588235294119,0.48214285714285715
A05,13,51.724137931034484,0.033333333333333326,0.5166666666666666
A05,14,62.06896551724138,0.24228028503562948,0.6206896551724138
A05,15,51.724137931034484,0.05581395348837204,0.46578947368421053
A05,16,62.06896551724138,0.24941176470588233,0.6133333333333333
A05,17,68.96551724137932,0.3710843373493976,0.675776397515528
A05,18,58.620689655172406,0.17142857142857137,0.5857142857142856
A05,19,65.51724137931035,0.3028846153846154,0.6446078431372549
A05,20,62.06896551724138,0.24228028503562948,0.6206896551724138
A06,1,79.3103448275862,0.5817307692307692,0.7867647058823529
A06,2,68.96551724137932,0.3829787234042552,0.6881720430107527
A06,3,68.96551724137932,0.3800475059382423,0.6896551724137931
A06,4,72.41379310344827,0.4579439252336448,0.7070707070707071
A06,5,68.96551724137932,0.3770883054892602,0.6881720430107527
A06,6,62.06896551724138,0.2458628841607564,0.6188769414575865
A06,7,93.10344827586206,0.861904761904762,0.930952380952381
A06,8,75.86206896551724,0.517814726840855,0.7586206896551724
A06,9,82.75862068965517,0.6522781774580335,0.8242424242424242
A06,10,79.3103448275862,0.583732057416268,0.7908653846153846
A06,11,82.75862068965517,0.6522781774580335,0.8242424242424242
A06,12,72.41379310344827,0.45023696682464465,0.7238095238095238
A06,13,58.620689655172406,0.17142857142857137,0.5857142857142856
A06,14,72.41379310344827,0.444976076555024,0.7211538461538461
A06,15,68.96551724137932,0.3829787234042552,0.6881720430107527
A06,16,68.96551724137932,0.3800475059382423,0.6896551724137931
A06,17,82.75862068965517,0.6539379474940334,0.8267622461170848
A06,18,75.86206896551724,0.5084745762711864,0.7387387387387387
A06,19,68.96551724137932,0.3829787234042552,0.6881720430107527
A06,20,72.41379310344827,0.4528301886792453,0.7211538461538461
A07,1,75.86206896551724,0.517814726840855,0.7586206896551724
A07,2,75.86206896551724,0.520094562647754,0.7574671445639187
A07,3,75.86206896551724,0.517814726840855,0.7586206896551724
A07,4,62.06896551724138,0.2564102564102564,0.5894465894465895
A07,5,75.86206896551724,0.517814726840855,0.7586206896551724
A07,6,89.65517241379311,0.7923627684964201,0.8960573476702509
A07,7,75.86206896551724,0.5155131264916468,0.7574671445639187
A07,8,79.3103448275862,0.583732057416268,0.7908653846153846
A07,9,65.51724137931035,0.3028846153846154,0.6446078431372549
A07,10,82.75862068965517,0.6555819477434679,0.8275862068965517
A07,11,75.86206896551724,0.5155131264916468,0.7574671445639187
A07,12,51.724137931034484,0.0,0.3409090909090909
A07,13,68.96551724137932,0.38875878220140525,0.675776397515528
A07,14,68.96551724137932,0.3770883054892602,0.6881720430107527
A07,15,82.75862068965517,0.6539379474940334,0.8267622461170848
A07,16,75.86206896551724,0.513189448441247,0.7539393939393939
A07,17,79.3103448275862,0.5817307692307692,0.7867647058823529
A07,18,55.172413793103445,0.12529002320185623,0.49122807017543857
A07,19,75.86206896551724,0.5155131264916468,0.7574671445639187
A07,20,72.41379310344827,0.444976076555024,0.7211538461538461
A08,1,100.0,1.0,1.0
A08,2,96.55172413793103,0.9307875894988067,0.9653524492234169
A08,3,96.55172413793103,0.9311163895486936,0.9655172413793104
A08,4,96.55172413793103,0.9307875894988067,0.9653524492234169
A08,5,100.0,1.0,1.0
A08,6,96.55172413793103,0.9307875894988067,0.9653524492234169
A08,7,100.0,1.0,1.0
A08,8,100.0,1.0,1.0
A08,9,100.0,1.0,1.0
A08,10,100.0,1.0,1.0
A08,11,96.55172413793103,0.9307875894988067,0.9653524492234169
A08,12,96.55172413793103,0.9311163895486936,0.9655172413793104
A08,13,100.0,1.0,1.0
A08,14,96.55172413793103,0.9311163895486936,0.9655172413793104
A08,15,93.10344827586206,0.861904761904762,0.930952380952381
A08,16,96.55172413793103,0.9311163895486936,0.9655172413793104
A08,17,100.0,1.0,1.0
A08,18,100.0,1.0,1.0
A08,19,96.55172413793103,0.9311163895486936,0.9655172413793104
A08,20,96.55172413793103,0.9311163895486936,0.9655172413793104
A09,1,93.10344827586206,0.861244019138756,0.9302884615384616
A09,2,93.10344827586206,0.861244019138756,0.9302884615384616
A09,3,93.10344827586206,0.861244019138756,0.9302884615384616
A09,4,93.10344827586206,0.861244019138756,0.9302884615384616
A09,5,93.10344827586206,0.861244019138756,0.9302884615384616
A09,6,93.10344827586206,0.861244019138756,0.9302884615384616
A09,7,93.10344827586206,0.861244019138756,0.9302884615384616
A09,8,93.10344827586206,0.861244019138756,0.9302884615384616
A09,9,96.55172413793103,0.9307875894988067,0.9653524492234169
A09,10,96.55172413793103,0.9307875894988067,0.9653524492234169
A09,11,93.10344827586206,0.861244019138756,0.9302884615384616
A09,12,93.10344827586206,0.861244019138756,0.9302884615384616
A09,13,93.10344827586206,0.861244019138756,0.9302884615384616
A09,14,96.55172413793103,0.9307875894988067,0.9653524492234169
A09,15,93.10344827586206,0.861244019138756,0.9302884615384616
A09,16,93.10344827586206,0.861244019138756,0.9302884615384616
A09,17,93.10344827586206,0.861244019138756,0.9302884615384616
A09,18,93.10344827586206,0.861904761904762,0.930952380952381
A09,19,93.10344827586206,0.861244019138756,0.9302884615384616
A09,20,93.10344827586206,0.861244019138756,0.9302884615384616
