Subject,Run,Acc,Kappa,F1
A01,1,96.55172413793103,0.9311163895486936,0.9655172413793104
A01,2,89.65517241379311,0.7933491686460807,0.896551724137931
A01,3,96.55172413793103,0.9311163895486936,0.9655172413793104
A01,4,86.20689655172413,0.7238095238095238,0.861904761904762
A01,5,86.20689655172413,0.7264150943396226,0.8605769230769231
A01,6,93.10344827586206,0.8625592417061612,0.930952380952381
A01,7,89.65517241379311,0.7923627684964201,0.8960573476702509
A01,8,89.65517241379311,0.7913669064748201,0.8945454545454545
A01,9,89.65517241379311,0.7923627684964201,0.8960573476702509
A01,10,89.65517241379311,0.7933491686460807,0.896551724137931
A01,11,93.10344827586206,0.861904761904762,0.930952380952381
A01,12,79.3103448275862,0.583732057416268,0.7908653846153846
A01,13,89.65517241379311,0.7913669064748201,0.8945454545454545
A01,14,93.10344827586206,0.861904761904762,0.930952380952381
A01,15,86.20689655172413,0.7238095238095238,0.861904761904762
A01,16,89.65517241379311,0.7933491686460807,0.896551724137931
A01,17,89.65517241379311,0.7923627684964201,0.8960573476702509
A01,18,86.20689655172413,0.7238095238095238,0.861904761904762
A01,19,89.65517241379311,0.7933491686460807,0.896551724137931
A01,20,86.20689655172413,0.7224880382775121,0.8605769230769231
A02,1,68.96551724137932,0.3800475059382423,0.6896551724137931
A02,2,72.41379310344827,0.4476190476190476,0.7238095238095238
A02,3,62.06896551724138,0.2313253012048192,0.6037267080745341
A02,4,79.3103448275862,0.5817307692307692,0.7867647058823529
A02,5,65.51724137931035,0.296116504854369,0.618421052631579
A02,6,68.96551724137932,0.3829787234042552,0.6881720430107527
A02,7,72.41379310344827,0.444976076555024,0.7211538461538461
A02,8,62.06896551724138,0.24228028503562948,0.6206896551724138
A02,9,65.51724137931035,0.2995169082125603,0.6338383838383839
A02,10,65.51724137931035,0.3028846153846154,0.6446078431372549
A02,11,65.51724137931035,0.296116504854369,0.618421052631579
A02,12,65.51724137931035,0.2995169082125603,0.6338383838383839
A02,13,72.41379310344827,0.43961352657004826,0.7070707070707071
A02,14,68.96551724137932,0.3770883054892602,0.6881720430107527
A02,15,72.41379310344827,0.4423076923076923,0.7156862745098038
A02,16,62.06896551724138,0.2276029055690073,0.5894465894465895
A02,17,65.51724137931035,0.30952380952380953,0.6547619047619048
A02,18,68.96551724137932,0.3710843373493976,0.675776397515528
A02,19,65.51724137931035,0.3127962085308057,0.6547619047619048
A02,20,68.96551724137932,0.3710843373493976,0.675776397515528
A03,1,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,2,100.0,1.0,1.0
A03,3,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,4,100.0,1.0,1.0
A03,5,100.0,1.0,1.0
A03,6,100.0,1.0,1.0
A03,7,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,8,100.0,1.0,1.0
A03,9,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,10,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,11,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,12,96.55172413793103,0.9307875894988067,0.9653524492234169
A03,13,100.0,1.0,1.0
A03,14,96.55172413793103,0.9307875894988067,0.9653524492234169
A03,15,100.0,1.0,1.0
A03,16,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,17,100.0,1.0,1.0
A03,18,100.0,1.0,1.0
A03,19,96.55172413793103,0.9311163895486936,0.9655172413793104
A03,20,100.0,1.0,1.0
A04,1,89.65517241379311,0.7923627684964201,0.8960573476702509
A04,2,86.20689655172413,0.7238095238095238,0.861904761904762
A04,3,79.3103448275862,0.5817307692307692,0.7867647058823529
A04,4,82.75862068965517,0.6539379474940334,0.8267622461170848
A04,5,75.86206896551724,0.5155131264916468,0.7574671445639187
A04,6,79.3103448275862,0.5857142857142856,0.7928571428571429
A04,7,79.3103448275862,0.583732057416268,0.7908653846153846
A04,8,86.20689655172413,0.7224880382775121,0.8605769230769231
A04,9,79.3103448275862,0.5896226415094339,0.7908653846153846
A04,10,82.75862068965517,0.6572104018912529,0.8267622461170848
A04,11,79.3103448275862,0.583732057416268,0.7908653846153846
A04,12,75.86206896551724,0.513189448441247,0.7539393939393939
A04,13,89.65517241379311,0.7923627684964201,0.8960573476702509
A04,14,82.75862068965517,0.6539379474940334,0.8267622461170848
A04,15,86.20689655172413,0.7224880382775121,0.8605769230769231
A04,16,75.86206896551724,0.513189448441247,0.7539393939393939
A04,17,79.3103448275862,0.5857142857142856,0.7928571428571429
A04,18,82.75862068965517,0.6522781774580335,0.8242424242424242
A04,19,82.75862068965517,0.6539379474940334,0.8267622461170848
A04,20,86.20689655172413,0.7251184834123223,0.861904761904762
A05,1,79.3103448275862,0.583732057416268,0.7908653846153846
A05,2,82.75862068965517,0.6522781774580335,0.8242424242424242
A05,3,86.20689655172413,0.7224880382775121,0.8605769230769231
A05,4,86.20689655172413,0.7224880382775121,0.8605769230769231
A05,5,82.75862068965517,0.6522781774580335,0.8242424242424242
A05,6,82.75862068965517,0.6506024096385542,0.8198757763975155
A05,7,82.75862068965517,0.6522781774580335,0.8242424242424242
A05,8,75.86206896551724,0.5155131264916468,0.7574671445639187
A05,9,75.86206896551724,0.5155131264916468,0.7574671445639187
A05,10,79.3103448275862,0.5817307692307692,0.7867647058823529
A05,11,82.75862068965517,0.6539379474940334,0.8267622461170848
A05,12,82.75862068965517,0.6522781774580335,0.8242424242424242
A05,13,82.75862068965517,0.6506024096385542,0.8198757763975155
A05,14,82.75862068965517,0.6539379474940334,0.8267622461170848
A05,15,82.75862068965517,0.6522781774580335,0.8242424242424242
A05,16,82.75862068965517,0.6539379474940334,0.8267622461170848
A05,17,75.86206896551724,0.5155131264916468,0.7574671445639187
A05,18,89.65517241379311,0.7913669064748201,0.8945454545454545
A05,19,82.75862068965517,0.6506024096385542,0.8198757763975155
A05,20,86.20689655172413,0.7211538461538461,0.857843137254902
A06,1,75.86206896551724,0.517814726840855,0.7586206896551724
A06,2,68.96551724137932,0.3800475059382423,0.6896551724137931
A06,3,75.86206896551724,0.513189448441247,0.7539393939393939
